Link ID: _y1092, 出現回数: 99, 単位面積当りの出現回数: 110.00, vの平均: 0.80
Link ID: _y655, 出現回数: 1001, 単位面積当りの出現回数: 22.48, vの平均: 0.35
Link ID: _y268, 出現回数: 11811, 単位面積当りの出現回数: 21.81, vの平均: 0.33
Link ID: _y497, 出現回数: 962, 単位面積当りの出現回数: 21.24, vの平均: 0.21
Link ID: _y410, 出現回数: 3621, 単位面積当りの出現回数: 21.17, vの平均: 0.42
Link ID: _y984, 出現回数: 19, 単位面積当りの出現回数: 21.11, vの平均: 1.01
Link ID: _y171, 出現回数: 911, 単位面積当りの出現回数: 20.83, vの平均: 0.79
Link ID: _y616, 出現回数: 1722, 単位面積当りの出現回数: 20.78, vの平均: 0.59
Link ID: _y076, 出現回数: 3252, 単位面積当りの出現回数: 20.12, vの平均: 0.42
Link ID: _y681, 出現回数: 1200, 単位面積当りの出現回数: 20.11, vの平均: 0.46
Link ID: _y400, 出現回数: 4201, 単位面積当りの出現回数: 19.57, vの平均: 0.95
Link ID: _y925, 出現回数: 1687, 単位面積当りの出現回数: 19.44, vの平均: 0.53
Link ID: _y694, 出現回数: 980, 単位面積当りの出現回数: 18.73, vの平均: 0.77
Link ID: _y662, 出現回数: 2770, 単位面積当りの出現回数: 18.51, vの平均: 0.47
Link ID: _y647, 出現回数: 877, 単位面積当りの出現回数: 18.50, vの平均: 0.49
Link ID: _y873, 出現回数: 1866, 単位面積当りの出現回数: 18.29, vの平均: 0.96
Link ID: _y874, 出現回数: 913, 単位面積当りの出現回数: 18.10, vの平均: 0.94
Link ID: _y526, 出現回数: 2334, 単位面積当りの出現回数: 17.98, vの平均: 0.61
Link ID: _y886, 出現回数: 3488, 単位面積当りの出現回数: 17.69, vの平均: 0.62
Link ID: _y891, 出現回数: 3714, 単位面積当りの出現回数: 17.56, vの平均: 0.81
Link ID: _y998, 出現回数: 15, 単位面積当りの出現回数: 16.67, vの平均: 0.71
Link ID: _y181, 出現回数: 271, 単位面積当りの出現回数: 16.57, vの平均: 0.07
Link ID: _y431, 出現回数: 2151, 単位面積当りの出現回数: 16.37, vの平均: 0.37
Link ID: _y611, 出現回数: 4839, 単位面積当りの出現回数: 16.30, vの平均: 0.91
Link ID: _y264, 出現回数: 2129, 単位面積当りの出現回数: 16.04, vの平均: 0.21
Link ID: _y594, 出現回数: 1129, 単位面積当りの出現回数: 15.98, vの平均: 0.83
Link ID: _y284, 出現回数: 7033, 単位面積当りの出現回数: 15.78, vの平均: 0.53
Link ID: _y1172, 出現回数: 14, 単位面積当りの出現回数: 15.56, vの平均: 0.93
Link ID: _y399, 出現回数: 6262, 単位面積当りの出現回数: 15.52, vの平均: 0.81
Link ID: _y687, 出現回数: 3060, 単位面積当りの出現回数: 15.17, vの平均: 0.87
Link ID: _y273, 出現回数: 1101, 単位面積当りの出現回数: 15.15, vの平均: 0.58
Link ID: _y490, 出現回数: 479, 単位面積当りの出現回数: 14.73, vの平均: 0.25
Link ID: _y1179, 出現回数: 13, 単位面積当りの出現回数: 14.44, vの平均: 1.00
Link ID: _y1005, 出現回数: 13, 単位面積当りの出現回数: 14.44, vの平均: 0.93
Link ID: _y567, 出現回数: 5554, 単位面積当りの出現回数: 14.09, vの平均: 1.00
Link ID: _y739, 出現回数: 2388, 単位面積当りの出現回数: 13.90, vの平均: 0.59
Link ID: _y338, 出現回数: 1211, 単位面積当りの出現回数: 13.89, vの平均: 0.95
Link ID: _y596, 出現回数: 9958, 単位面積当りの出現回数: 13.76, vの平均: 0.96
Link ID: _y236, 出現回数: 6765, 単位面積当りの出現回数: 13.51, vの平均: 0.30
Link ID: _y869, 出現回数: 1997, 単位面積当りの出現回数: 13.44, vの平均: 0.57
Link ID: _y173, 出現回数: 745, 単位面積当りの出現回数: 13.26, vの平均: 0.26
Link ID: _y556, 出現回数: 701, 単位面積当りの出現回数: 13.16, vの平均: 0.58
Link ID: _y645, 出現回数: 2035, 単位面積当りの出現回数: 13.03, vの平均: 0.47
Link ID: _y205, 出現回数: 1073, 単位面積当りの出現回数: 12.91, vの平均: 0.92
Link ID: _y657, 出現回数: 1695, 単位面積当りの出現回数: 12.40, vの平均: 0.51
Link ID: _y506, 出現回数: 2105, 単位面積当りの出現回数: 11.79, vの平均: 0.52
Link ID: _y1138, 出現回数: 724, 単位面積当りの出現回数: 11.76, vの平均: 0.63
Link ID: _y305, 出現回数: 725, 単位面積当りの出現回数: 11.65, vの平均: 0.94
Link ID: _y265, 出現回数: 1787, 単位面積当りの出現回数: 11.55, vの平均: 0.27
Link ID: _y397, 出現回数: 1880, 単位面積当りの出現回数: 11.47, vの平均: 0.86
Link ID: _y619, 出現回数: 1749, 単位面積当りの出現回数: 11.24, vの平均: 0.96
Link ID: _y854, 出現回数: 6547, 単位面積当りの出現回数: 11.22, vの平均: 0.62
Link ID: _y504, 出現回数: 616, 単位面積当りの出現回数: 11.18, vの平均: 0.82
Link ID: _y871, 出現回数: 2818, 単位面積当りの出現回数: 11.17, vの平均: 0.88
Link ID: _y653, 出現回数: 949, 単位面積当りの出現回数: 11.05, vの平均: 0.81
Link ID: _y609, 出現回数: 1067, 単位面積当りの出現回数: 11.05, vの平均: 0.67
Link ID: _y617, 出現回数: 1777, 単位面積当りの出現回数: 11.03, vの平均: 0.26
Link ID: _y044, 出現回数: 394, 単位面積当りの出現回数: 10.82, vの平均: 0.88
Link ID: _y761, 出現回数: 3041, 単位面積当りの出現回数: 10.77, vの平均: 0.46
Link ID: _y508, 出現回数: 1897, 単位面積当りの出現回数: 10.62, vの平均: 0.95
Link ID: _y074, 出現回数: 314, 単位面積当りの出現回数: 10.31, vの平均: 0.87
Link ID: _y578, 出現回数: 1113, 単位面積当りの出現回数: 10.15, vの平均: 0.56
Link ID: _y882, 出現回数: 979, 単位面積当りの出現回数: 9.87, vの平均: 0.86
Link ID: _y415, 出現回数: 691, 単位面積当りの出現回数: 9.75, vの平均: 0.71
Link ID: _y474, 出現回数: 9554, 単位面積当りの出現回数: 9.71, vの平均: 0.34
Link ID: _y197, 出現回数: 1697, 単位面積当りの出現回数: 9.66, vの平均: 0.43
Link ID: _y608, 出現回数: 830, 単位面積当りの出現回数: 9.58, vの平均: 0.96
Link ID: _y333, 出現回数: 813, 単位面積当りの出現回数: 9.55, vの平均: 0.95
Link ID: _y396, 出現回数: 1027, 単位面積当りの出現回数: 9.54, vの平均: 0.83
Link ID: _y505, 出現回数: 860, 単位面積当りの出現回数: 9.45, vの平均: 0.91
Link ID: _y335, 出現回数: 602, 単位面積当りの出現回数: 9.45, vの平均: 0.96
Link ID: _y278, 出現回数: 501, 単位面積当りの出現回数: 9.39, vの平均: 0.89
Link ID: _y762, 出現回数: 1347, 単位面積当りの出現回数: 9.03, vの平均: 0.32
Link ID: _y867, 出現回数: 4406, 単位面積当りの出現回数: 9.03, vの平均: 0.79
Link ID: _y263, 出現回数: 3144, 単位面積当りの出現回数: 8.91, vの平均: 0.46
Link ID: _y778, 出現回数: 996, 単位面積当りの出現回数: 8.86, vの平均: 0.62
Link ID: _y480, 出現回数: 3234, 単位面積当りの出現回数: 8.75, vの平均: 0.59
Link ID: _y698, 出現回数: 4072, 単位面積当りの出現回数: 8.59, vの平均: 0.79
Link ID: _y926, 出現回数: 2360, 単位面積当りの出現回数: 8.58, vの平均: 0.67
Link ID: _y523, 出現回数: 2237, 単位面積当りの出現回数: 8.47, vの平均: 1.01
Link ID: _y889, 出現回数: 1500, 単位面積当りの出現回数: 8.46, vの平均: 0.68
Link ID: _y064, 出現回数: 1955, 単位面積当りの出現回数: 8.29, vの平均: 0.55
Link ID: _y522, 出現回数: 377, 単位面積当りの出現回数: 8.28, vの平均: 1.02
Link ID: _y475, 出現回数: 1842, 単位面積当りの出現回数: 8.18, vの平均: 0.54
Link ID: _y509, 出現回数: 648, 単位面積当りの出現回数: 8.06, vの平均: 0.50
Link ID: _y756, 出現回数: 1157, 単位面積当りの出現回数: 7.93, vの平均: 0.45
Link ID: _y153, 出現回数: 1784, 単位面積当りの出現回数: 7.93, vの平均: 0.63
Link ID: _y683, 出現回数: 989, 単位面積当りの出現回数: 7.30, vの平均: 0.90
Link ID: _y202, 出現回数: 565, 単位面積当りの出現回数: 7.29, vの平均: 0.99
Link ID: _y440, 出現回数: 1753, 単位面積当りの出現回数: 7.16, vの平均: 1.00
Link ID: _y458, 出現回数: 2506, 単位面積当りの出現回数: 7.16, vの平均: 0.71
Link ID: _y464, 出現回数: 598, 単位面積当りの出現回数: 6.94, vの平均: 0.42
Link ID: _y666, 出現回数: 315, 単位面積当りの出現回数: 6.88, vの平均: 0.98
Link ID: _y438, 出現回数: 152, 単位面積当りの出現回数: 6.88, vの平均: 1.01
Link ID: _y937, 出現回数: 1857, 単位面積当りの出現回数: 6.85, vの平均: 0.90
Link ID: _y289, 出現回数: 2334, 単位面積当りの出現回数: 6.75, vの平均: 0.57
Link ID: _y924, 出現回数: 380, 単位面積当りの出現回数: 6.74, vの平均: 0.54
Link ID: _y379, 出現回数: 2841, 単位面積当りの出現回数: 6.70, vの平均: 0.21
Link ID: _y1175, 出現回数: 6, 単位面積当りの出現回数: 6.67, vの平均: 1.02
Link ID: _y021, 出現回数: 1386, 単位面積当りの出現回数: 6.64, vの平均: 0.82
Link ID: _y1123, 出現回数: 3246, 単位面積当りの出現回数: 6.64, vの平均: 0.74
Link ID: _y392, 出現回数: 2921, 単位面積当りの出現回数: 6.55, vの平均: 0.58
Link ID: _y531, 出現回数: 2501, 単位面積当りの出現回数: 6.53, vの平均: 1.01
Link ID: _y553, 出現回数: 1198, 単位面積当りの出現回数: 6.45, vの平均: 0.79
Link ID: _y476, 出現回数: 1114, 単位面積当りの出現回数: 5.98, vの平均: 0.97
Link ID: _y676, 出現回数: 660, 単位面積当りの出現回数: 5.92, vの平均: 1.01
Link ID: _y432, 出現回数: 4109, 単位面積当りの出現回数: 5.89, vの平均: 0.71
Link ID: _y892, 出現回数: 1170, 単位面積当りの出現回数: 5.88, vの平均: 0.81
Link ID: _y1130, 出現回数: 241, 単位面積当りの出現回数: 5.88, vの平均: 0.48
Link ID: _y189, 出現回数: 870, 単位面積当りの出現回数: 5.86, vの平均: 0.94
Link ID: _y729, 出現回数: 766, 単位面積当りの出現回数: 5.81, vの平均: 1.01
Link ID: _y727, 出現回数: 524, 単位面積当りの出現回数: 5.77, vの平均: 0.99
Link ID: _y471, 出現回数: 4258, 単位面積当りの出現回数: 5.77, vの平均: 1.00
Link ID: _y448, 出現回数: 375, 単位面積当りの出現回数: 5.76, vの平均: 0.99
Link ID: _y592, 出現回数: 1380, 単位面積当りの出現回数: 5.73, vの平均: 0.58
Link ID: _y620, 出現回数: 285, 単位面積当りの出現回数: 5.70, vの平均: 0.68
Link ID: _y443, 出現回数: 720, 単位面積当りの出現回数: 5.69, vの平均: 1.00
Link ID: _y045, 出現回数: 2164, 単位面積当りの出現回数: 5.69, vの平均: 0.79
Link ID: _y565, 出現回数: 855, 単位面積当りの出現回数: 5.59, vの平均: 1.01
Link ID: _y502, 出現回数: 2595, 単位面積当りの出現回数: 5.58, vの平均: 0.44
Link ID: _y1115, 出現回数: 1935, 単位面積当りの出現回数: 5.56, vの平均: 0.92
Link ID: _y1084, 出現回数: 5, 単位面積当りの出現回数: 5.56, vの平均: 0.82
Link ID: _y865, 出現回数: 515, 単位面積当りの出現回数: 5.51, vの平均: 0.30
Link ID: _y090, 出現回数: 736, 単位面積当りの出現回数: 5.44, vの平均: 0.97
Link ID: _y775, 出現回数: 655, 単位面積当りの出現回数: 5.32, vの平均: 0.67
Link ID: _y1114, 出現回数: 298, 単位面積当りの出現回数: 5.25, vの平均: 1.01
Link ID: _y665, 出現回数: 242, 単位面積当りの出現回数: 5.12, vの平均: 1.00
Link ID: _y690, 出現回数: 1434, 単位面積当りの出現回数: 5.09, vの平均: 0.99
Link ID: _y277, 出現回数: 262, 単位面積当りの出現回数: 5.06, vの平均: 0.92
Link ID: _y525, 出現回数: 4211, 単位面積当りの出現回数: 4.94, vの平均: 0.71
Link ID: _y500, 出現回数: 3590, 単位面積当りの出現回数: 4.91, vの平均: 0.83
Link ID: _y575, 出現回数: 369, 単位面積当りの出現回数: 4.74, vの平均: 0.58
Link ID: _y422, 出現回数: 558, 単位面積当りの出現回数: 4.74, vの平均: 0.98
Link ID: _y789, 出現回数: 1397, 単位面積当りの出現回数: 4.65, vの平均: 0.25
Link ID: _y615, 出現回数: 305, 単位面積当りの出現回数: 4.65, vの平均: 0.78
Link ID: _y182, 出現回数: 185, 単位面積当りの出現回数: 4.54, vの平均: 0.50
Link ID: _y530, 出現回数: 516, 単位面積当りの出現回数: 4.45, vの平均: 1.02
Link ID: _y737, 出現回数: 422, 単位面積当りの出現回数: 4.45, vの平均: 0.58
Link ID: _y1014, 出現回数: 4, 単位面積当りの出現回数: 4.44, vの平均: 0.74
Link ID: _y1183, 出現回数: 4, 単位面積当りの出現回数: 4.44, vの平均: 1.02
Link ID: _y496, 出現回数: 7122, 単位面積当りの出現回数: 4.43, vの平均: 0.31
Link ID: _y405, 出現回数: 1416, 単位面積当りの出現回数: 4.41, vの平均: 0.55
Link ID: _y564, 出現回数: 1956, 単位面積当りの出現回数: 4.36, vの平均: 1.01
Link ID: _y757, 出現回数: 272, 単位面積当りの出現回数: 4.28, vの平均: 0.43
Link ID: _y421, 出現回数: 284, 単位面積当りの出現回数: 4.26, vの平均: 0.52
Link ID: _y275, 出現回数: 1836, 単位面積当りの出現回数: 4.18, vの平均: 0.86
Link ID: _y467, 出現回数: 924, 単位面積当りの出現回数: 4.13, vの平均: 0.48
Link ID: _y1120, 出現回数: 1395, 単位面積当りの出現回数: 4.10, vの平均: 0.76
Link ID: _y1118, 出現回数: 1481, 単位面積当りの出現回数: 4.09, vの平均: 1.00
Link ID: _y776, 出現回数: 240, 単位面積当りの出現回数: 4.09, vの平均: 0.24
Link ID: _y595, 出現回数: 423, 単位面積当りの出現回数: 4.04, vの平均: 0.63
Link ID: _y385, 出現回数: 2499, 単位面積当りの出現回数: 3.92, vの平均: 0.31
Link ID: _y753, 出現回数: 270, 単位面積当りの出現回数: 3.86, vの平均: 0.74
Link ID: _y569, 出現回数: 3250, 単位面積当りの出現回数: 3.72, vの平均: 0.99
Link ID: _y856, 出現回数: 694, 単位面積当りの出現回数: 3.66, vの平均: 0.64
Link ID: _y159, 出現回数: 428, 単位面積当りの出現回数: 3.64, vの平均: 0.92
Link ID: _y734, 出現回数: 323, 単位面積当りの出現回数: 3.63, vの平均: 0.86
Link ID: _y927, 出現回数: 1940, 単位面積当りの出現回数: 3.57, vの平均: 0.59
Link ID: _y039, 出現回数: 1403, 単位面積当りの出現回数: 3.56, vの平均: 0.68
Link ID: _y866, 出現回数: 2545, 単位面積当りの出現回数: 3.54, vの平均: 0.16
Link ID: _y093, 出現回数: 5137, 単位面積当りの出現回数: 3.52, vの平均: 0.78
Link ID: _y240, 出現回数: 1050, 単位面積当りの出現回数: 3.50, vの平均: 0.41
Link ID: _y215, 出現回数: 137, 単位面積当りの出現回数: 3.46, vの平均: 0.89
Link ID: _y787, 出現回数: 1037, 単位面積当りの出現回数: 3.42, vの平均: 0.88
Link ID: _y140, 出現回数: 2722, 単位面積当りの出現回数: 3.41, vの平均: 0.60
Link ID: _y634, 出現回数: 305, 単位面積当りの出現回数: 3.39, vの平均: 0.80
Link ID: _y542, 出現回数: 389, 単位面積当りの出現回数: 3.36, vの平均: 0.95
Link ID: _y1165, 出現回数: 3, 単位面積当りの出現回数: 3.33, vの平均: 1.02
Link ID: _y1090, 出現回数: 3, 単位面積当りの出現回数: 3.33, vの平均: 1.02
Link ID: _y1075, 出現回数: 3, 単位面積当りの出現回数: 3.33, vの平均: 0.85
Link ID: _y1089, 出現回数: 3, 単位面積当りの出現回数: 3.33, vの平均: 1.02
Link ID: _y1085, 出現回数: 3, 単位面積当りの出現回数: 3.33, vの平均: 0.62
Link ID: _y1077, 出現回数: 3, 単位面積当りの出現回数: 3.33, vの平均: 0.94
Link ID: _y760, 出現回数: 240, 単位面積当りの出現回数: 3.30, vの平均: 0.81
Link ID: _y327, 出現回数: 6979, 単位面積当りの出現回数: 3.28, vの平均: 0.69
Link ID: _y425, 出現回数: 2714, 単位面積当りの出現回数: 3.22, vの平均: 0.99
Link ID: _y294, 出現回数: 163, 単位面積当りの出現回数: 3.18, vの平均: 0.84
Link ID: _y697, 出現回数: 618, 単位面積当りの出現回数: 3.16, vの平均: 0.70
Link ID: _y868, 出現回数: 329, 単位面積当りの出現回数: 3.12, vの平均: 1.02
Link ID: _y146, 出現回数: 617, 単位面積当りの出現回数: 3.12, vの平均: 1.01
Link ID: _y586, 出現回数: 303, 単位面積当りの出現回数: 3.12, vの平均: 0.61
Link ID: _y582, 出現回数: 191, 単位面積当りの出現回数: 3.12, vの平均: 0.82
Link ID: _y898, 出現回数: 1966, 単位面積当りの出現回数: 3.11, vの平均: 0.90
Link ID: _y229, 出現回数: 229, 単位面積当りの出現回数: 3.09, vの平均: 0.98
Link ID: _y256, 出現回数: 253, 単位面積当りの出現回数: 3.07, vの平均: 0.99
Link ID: _y042, 出現回数: 1243, 単位面積当りの出現回数: 3.05, vの平均: 0.88
Link ID: _y258, 出現回数: 757, 単位面積当りの出現回数: 3.02, vの平均: 0.95
Link ID: _y707, 出現回数: 371, 単位面積当りの出現回数: 3.00, vの平均: 0.87
Link ID: _y571, 出現回数: 188, 単位面積当りの出現回数: 2.98, vの平均: 0.48
Link ID: _y1051, 出現回数: 685, 単位面積当りの出現回数: 2.85, vの平均: 0.98
Link ID: _y533, 出現回数: 281, 単位面積当りの出現回数: 2.83, vの平均: 0.82
Link ID: _y769, 出現回数: 780, 単位面積当りの出現回数: 2.77, vの平均: 0.48
Link ID: _y686, 出現回数: 1287, 単位面積当りの出現回数: 2.73, vの平均: 0.69
Link ID: _y404, 出現回数: 357, 単位面積当りの出現回数: 2.71, vの平均: 0.91
Link ID: _y921, 出現回数: 832, 単位面積当りの出現回数: 2.70, vの平均: 0.79
Link ID: _y628, 出現回数: 558, 単位面積当りの出現回数: 2.68, vの平均: 1.02
Link ID: _y629, 出現回数: 304, 単位面積当りの出現回数: 2.63, vの平均: 1.02
Link ID: _y748, 出現回数: 403, 単位面積当りの出現回数: 2.63, vの平均: 1.02
Link ID: _y780, 出現回数: 1184, 単位面積当りの出現回数: 2.62, vの平均: 1.02
Link ID: _y012, 出現回数: 596, 単位面積当りの出現回数: 2.61, vの平均: 0.61
Link ID: _y138, 出現回数: 2269, 単位面積当りの出現回数: 2.60, vの平均: 0.80
Link ID: _y310, 出現回数: 1417, 単位面積当りの出現回数: 2.59, vの平均: 0.93
Link ID: _y409, 出現回数: 786, 単位面積当りの出現回数: 2.58, vの平均: 0.70
Link ID: _y503, 出現回数: 416, 単位面積当りの出現回数: 2.58, vの平均: 1.00
Link ID: _y156, 出現回数: 370, 単位面積当りの出現回数: 2.56, vの平均: 1.02
Link ID: _y693, 出現回数: 326, 単位面積当りの出現回数: 2.53, vの平均: 0.98
Link ID: _y147, 出現回数: 567, 単位面積当りの出現回数: 2.51, vの平均: 0.98
Link ID: _y524, 出現回数: 965, 単位面積当りの出現回数: 2.49, vの平均: 0.84
Link ID: _y228, 出現回数: 17, 単位面積当りの出現回数: 2.47, vの平均: 0.89
Link ID: _y560, 出現回数: 536, 単位面積当りの出現回数: 2.47, vの平均: 0.74
Link ID: _y209, 出現回数: 63, 単位面積当りの出現回数: 2.47, vの平均: 0.80
Link ID: _y552, 出現回数: 450, 単位面積当りの出現回数: 2.43, vの平均: 0.97
Link ID: _y576, 出現回数: 209, 単位面積当りの出現回数: 2.42, vの平均: 0.70
Link ID: _y744, 出現回数: 1327, 単位面積当りの出現回数: 2.39, vの平均: 1.02
Link ID: _y623, 出現回数: 1039, 単位面積当りの出現回数: 2.39, vの平均: 0.72
Link ID: _y434, 出現回数: 116, 単位面積当りの出現回数: 2.30, vの平均: 0.50
Link ID: _y481, 出現回数: 326, 単位面積当りの出現回数: 2.28, vの平均: 1.02
Link ID: _y682, 出現回数: 1022, 単位面積当りの出現回数: 2.24, vの平均: 0.57
Link ID: _y763, 出現回数: 726, 単位面積当りの出現回数: 2.23, vの平均: 0.62
Link ID: _y987, 出現回数: 2, 単位面積当りの出現回数: 2.22, vの平均: 1.02
Link ID: _y017, 出現回数: 293, 単位面積当りの出現回数: 2.20, vの平均: 0.91
Link ID: _y897, 出現回数: 261, 単位面積当りの出現回数: 2.18, vの平均: 0.91
Link ID: _y323, 出現回数: 606, 単位面積当りの出現回数: 2.14, vの平均: 0.63
Link ID: _y603, 出現回数: 693, 単位面積当りの出現回数: 2.12, vの平均: 0.91
Link ID: _y011, 出現回数: 301, 単位面積当りの出現回数: 2.11, vの平均: 1.02
Link ID: _y033, 出現回数: 1661, 単位面積当りの出現回数: 2.03, vの平均: 0.98
Link ID: _y388, 出現回数: 965, 単位面積当りの出現回数: 2.02, vの平均: 0.49
Link ID: _y1133, 出現回数: 142, 単位面積当りの出現回数: 2.01, vの平均: 1.01
Link ID: _y148, 出現回数: 421, 単位面積当りの出現回数: 2.01, vの平均: 0.99
Link ID: _y330, 出現回数: 209, 単位面積当りの出現回数: 2.00, vの平均: 0.97
Link ID: _y150, 出現回数: 1223, 単位面積当りの出現回数: 1.93, vの平均: 0.94
Link ID: _y539, 出現回数: 224, 単位面積当りの出現回数: 1.93, vの平均: 1.01
Link ID: _y930, 出現回数: 199, 単位面積当りの出現回数: 1.90, vの平均: 0.83
Link ID: _y788, 出現回数: 7063, 単位面積当りの出現回数: 1.90, vの平均: 0.22
Link ID: _y614, 出現回数: 146, 単位面積当りの出現回数: 1.90, vの平均: 1.02
Link ID: _y024, 出現回数: 85, 単位面積当りの出現回数: 1.89, vの平均: 0.84
Link ID: _y395, 出現回数: 125, 単位面積当りの出現回数: 1.86, vの平均: 0.95
Link ID: _y702, 出現回数: 170, 単位面積当りの出現回数: 1.85, vの平均: 0.98
Link ID: _y563, 出現回数: 560, 単位面積当りの出現回数: 1.84, vの平均: 0.96
Link ID: _y704, 出現回数: 67, 単位面積当りの出現回数: 1.83, vの平均: 0.97
Link ID: _y457, 出現回数: 198, 単位面積当りの出現回数: 1.81, vの平均: 0.96
Link ID: _y784, 出現回数: 658, 単位面積当りの出現回数: 1.81, vの平均: 0.62
